type w q nm qr ed no co qe eqe qre eqre rq rqr dq dqr
fw 171 0.560185185185 4 0.888888888889 18 18 0.0555555555556 0.483433295504 0.00532833315696 0.539018397206 0.0113517532086 287 288.5 0.0767518896810001 0.349870491683
fw 172 0.232653061224 4 0.0571428571429 70 26 0.103550295858 0.305934062911 0.00218062012509 0.120878329739 0.0063815736799 108 84 -0.073281001687 -0.0637354725961
fw 173 0.283933518006 3 0.263157894737 19 12 0.131944444444 0.325335329205 0.00487591186718 0.338815831177 0.0123955265494 165 159 -0.041401811199 -0.07565793644
fw 174 0.413194444444 3 0.5 12 10 0.12 0.347977075901 0.00595884561978 0.439676962641 0.0141694189964 263 231.5 0.065217368543 0.060323037359
fw 175 0.1015625 3 0.125 16 9 0.197530864198 0.254159822067 0.00473119297462 0.294705355148 0.012759415179 7 104 -0.152597322067 -0.169705355148
fw 176 0.240484429066 3 0.176470588235 17 11 0.140495867769 0.308122072526 0.00478747212029 0.3305803989 0.0118703032046 120 123 -0.06763764346 -0.154109810665
fw 177 0.258711374096 4 0.025641025641 39 17 0.134948096886 0.294100765139 0.00307534798196 0.18648649718 0.00868321299486 136 70 -0.035389391043 -0.160845471539
fw 178 0.288463558076 5 0.0289855072464 138 48 0.0598958333333 0.337757728574 0.00149944762987 0.0748403771102 0.00439221105214 170 72 -0.049294170498 -0.0458548698638
bi 1 0.359861591696 3 0.529411764706 17 16 0.06640625 0.42114482467 0.00509765545178 0.470149995658 0.0113011423125 226 240 -0.061283232974 0.0592617690480001
bi 2 0.19625 3 0.3 20 16 0.078125 0.378672888771 0.00459457247965 0.388328627409 0.0108387487831 77 171.5 -0.182422888771 -0.088328627409
bi 3 0.352607709751 4 0.238095238095 21 17 0.0726643598616 0.407576063366 0.00461269515936 0.420677407332 0.0103328526402 219 150.5 -0.054968353615 -0.182582169237
bi 4 0.405864197531 6 0.166666666667 36 27 0.0493827160494 0.45255067171 0.0035085096239 0.398475918399 0.00793781000481 260 118.5 -0.046686474179 -0.231809251732
bi 5 0.303402646503 3 0.304347826087 23 18 0.070987654321 0.392859653402 0.00431584429703 0.381853918203 0.0100355213186 183 174.5 -0.089457006899 -0.077506092116
bi 6 0.342249657064 4 0.185185185185 27 20 0.0675 0.411048938735 0.00409219475707 0.38246863022 0.00955774914478 215 125 -0.068799281671 -0.197283445035
bi 7 0.306326530612 6 -0.0285714285714 70 37 0.0511322132944 0.399350583069 0.0024226172653 0.236530526328 0.00580749529953 185 49 -0.093024052457 -0.2651019548994
bi 8 0.319584775087 5 0.0823529411765 85 43 0.0459707950243 0.39742572115 0.0022717502723 0.210915844459 0.0057135832872 200 90 -0.077840946063 -0.1285629032825
bi 9 0.365784499055 5 0.391304347826 23 19 0.0637119113573 0.431197398349 0.00433780297551 0.440051193529 0.00996952996304 235 202 -0.065412899294 -0.048746845703
bi 10 0.1435546875 4 -0.125 32 18 0.0987654320988 0.332009582262 0.00343089216971 0.252854824568 0.00883341445659 34 18.5 -0.188454894762 -0.377854824568
bi 11 0.216918714556 4 -0.0434782608696 46 23 0.0869565217391 0.344555000692 0.00288701669018 0.225038468911 0.00761009996568 99 40 -0.127636286136 -0.2685167297806
bi 12 0.173324150597 4 -0.121212121212 66 26 0.0976331360947 0.308509602872 0.0021677269951 0.128834083354 0.00650013908366 54 20 -0.135185452275 -0.250046204566
bi 13 0.293650793651 4 0.142857142857 21 16 0.08203125 0.380397559682 0.00450026465304 0.37791348051 0.0107742848637 174 109.5 -0.086746766031 -0.235056337653
bi 14 0.213333333333 4 -0.0666666666667 30 18 0.0925925925926 0.350149322741 0.00362578432496 0.289233003624 0.00941791450566 96 33.5 -0.136815989408 -0.3558996702907
bi 15 0.204081632653 4 -0.0285714285714 35 19 0.0969529085873 0.338960286505 0.00324340300854 0.252294550859 0.00887410686468 89 49 -0.134878653852 -0.2808659794304
bi 16 0.295 3 0.3 20 15 0.0888888888889 0.3813490771 0.00449066127239 0.39152542666 0.0103667171604 175 171.5 -0.0863490771 -0.09152542666
bi 17 0.416454081633 4 0.357142857143 28 21 0.0634920634921 0.434386777323 0.00403178290635 0.407486239866 0.00900834385846 267 189 -0.01793269569 -0.050343382723
bi 18 0.197083333333 4 0.1 60 26 0.0887573964497 0.322664621875 0.00240662846148 0.159473377067 0.00700463428299 79 96 -0.125581288542 -0.059473377067
bi 19 0.186187255251 4 -0.0943396226415 53 23 0.100189035917 0.31671567128 0.00254030576059 0.164252018611 0.0073029482511 70 26.5 -0.130528416029 -0.2585916412525
bi 20 0.229444444444 4 0.0666666666667 30 18 0.0925925925926 0.360703202353 0.00382864833431 0.304067290574 0.00925157182724 105 86.5 -0.131258757909 -0.2374006239073
bi 21 0.11865234375 3 -0.0625 32 15 0.142222222222 0.282039375271 0.00324021532585 0.199715243487 0.00919930551223 19 35 -0.163387031521 -0.262215243487
bi 22 0.1179138322 2 0.238095238095 21 15 0.0933333333333 0.341855628363 0.0041152465128 0.328503105541 0.0103833688514 17 150.5 -0.223941796163 -0.090407867446
bi 23 0.0824652777778 3 -0.166666666667 24 13 0.14201183432 0.286483111741 0.00373835872575 0.238849718059 0.0104820810517 4 11 -0.2040178339632 -0.405516384726
bi 24 0.3144 4 0.2 25 19 0.0692520775623 0.39578522188 0.00409684898978 0.372310902703 0.00976779293787 194 134.5 -0.08138522188 -0.172310902703
bi 25 0.336033950617 6 0.277777777778 36 24 0.0625 0.417177315499 0.00355665500355 0.351841175357 0.00845529925946 211 163 -0.081143364882 -0.074063397579
bi 26 0.147462277092 3 -0.037037037037 27 16 0.10546875 0.326368333107 0.00380232576693 0.273791403253 0.00980742737641 36 44.5 -0.178906056015 -0.31082844029
bi 27 0.273051754908 5 0.0243902439024 41 26 0.060650887574 0.400233553733 0.00316989717585 0.309666713863 0.00768432977854 150 68.5 -0.127181798825 -0.2852764699606
bi 28 0.25642566568 5 -0.0192307692308 104 43 0.0562466197945 0.354599283732 0.00182366200564 0.13200346383 0.00511039126339 133 56 -0.098173618052 -0.1512342330608
bi 29 0.268432617188 5 -0.03125 64 32 0.0625 0.373812401927 0.00247370858701 0.218278740018 0.00652942211297 146 47 -0.105379784739 -0.249528740018
bi 30 0.175540123457 3 0.0555555555556 36 18 0.111111111111 0.316687849434 0.00314616519969 0.21664165583 0.00852008014813 55 82 -0.141147725977 -0.1610861002744
bi 31 0.23681640625 5 -0.125 32 19 0.0886426592798 0.356106183693 0.00354119384894 0.283967974251 0.00891772487172 114 18.5 -0.119289777443 -0.408967974251
bi 32 0.315643491124 6 0.0384615384615 52 33 0.0477502295684 0.420820324066 0.00292431764346 0.304822519234 0.00699215933139 195 75 -0.105176832942 -0.2663609807725
bi 33 0.292534722222 5 0.0555555555556 72 36 0.0555555555556 0.383200399457 0.00229934235301 0.214974518843 0.00606223231718 173 82 -0.090665677235 -0.1594189632874
bi 34 0.274519890261 5 -0.037037037037 54 31 0.0561914672216 0.395579670441 0.00278403497952 0.263823082061 0.00698286012216 152 44.5 -0.12105978018 -0.300860119098
bi 35 0.0714285714286 2 0.142857142857 14 8 0.21875 0.240479600445 0.00544219402165 0.310757218791 0.0138852576481 3 109.5 -0.1690510290164 -0.167900075934
bi 36 0.282142857143 4 0.114285714286 70 33 0.0642791551882 0.365459492088 0.00224179598353 0.194067301568 0.00615734598184 160 102 -0.083316634945 -0.079781587282
bi 37 0.283159800815 4 0.106382978723 47 26 0.0695266272189 0.380449788805 0.00295945603503 0.26538626663 0.00759416777744 163 98 -0.09728998799 -0.159003287907
bi 38 0.287396121884 5 0.0526315789474 76 38 0.0526315789474 0.388777364012 0.00233053101002 0.213117480094 0.00597915456238 168 79.5 -0.101381242128 -0.1604859011466
bi 39 0.386621315193 3 0.52380952381 21 19 0.0581717451524 0.426593374121 0.00474679705494 0.447433139424 0.0105186866263 249 237 -0.039972058928 0.076376384386
bi 40 0.261320153061 5 -0.0357142857143 56 29 0.0665873959572 0.369273250984 0.00266405047125 0.224118101823 0.00668900270722 139 46 -0.107953097923 -0.2598323875373
bi 41 0.362068965517 4 0.379310344828 29 24 0.0503472222222 0.432103486393 0.00388752981113 0.399438098263 0.00879567399012 232 197 -0.070034520876 -0.020127753435
bi 42 0.225714285714 4 0.0857142857143 35 19 0.0969529085873 0.338840031653 0.00322908174291 0.24743146158 0.0086333237359 102 92 -0.113125745939 -0.1617171758657
bi 43 0.2038 5 -0.16 50 25 0.08 0.347243973212 0.00266738896039 0.209993522887 0.00703376971365 88 12 -0.143443973212 -0.369993522887
bi 44 0.176033057851 4 -0.0545454545455 55 25 0.088 0.33119335782 0.00253876460557 0.179192798544 0.00699094535077 56 36 -0.155160299969 -0.2337382530895
bi 45 0.176440329218 4 -0.111111111111 54 22 0.111570247934 0.297541108118 0.00243096267671 0.140297044661 0.0076224021447 57 22 -0.1211007789 -0.251408155772
bi 46 0.3275 4 0.2 20 16 0.078125 0.395698919471 0.00461231339656 0.408157843591 0.0106412944842 207 134.5 -0.068198919471 -0.208157843591
bi 47 0.245522698875 3 0.224489795918 49 24 0.0850694444444 0.342400098587 0.00278348969224 0.206771656609 0.00739930336404 124 144 -0.096877399712 0.017718139309
bi 48 0.240784780024 3 0.172413793103 29 17 0.100346020761 0.339253754768 0.00378549328949 0.277660101273 0.00976103659357 121 120.5 -0.098468974744 -0.10524630817
bi 49 0.261880165289 4 0.0909090909091 44 23 0.0831758034026 0.354172736907 0.00285016923779 0.238148136129 0.00742609149935 140 94.5 -0.092292571618 -0.1472390452199
bi 50 0.157959183673 4 -0.0285714285714 35 18 0.108024691358 0.323299397623 0.00320127292597 0.240452595225 0.00867976714161 42 49 -0.16534021395 -0.2690240237964
bi 51 0.131487889273 4 -0.235294117647 34 17 0.117647058824 0.302938951905 0.00318690247995 0.210029938785 0.00872890953774 29 3 -0.171451062632 -0.445324056432
bi 52 0.18234345606 5 -0.213114754098 61 24 0.105902777778 0.301312753807 0.00224495196441 0.131272780224 0.00669814268201 65 5 -0.118969297747 -0.344387534322
bi 53 0.195419393218 4 -0.0243902439024 41 21 0.092970521542 0.33486722771 0.00293103397415 0.221020007441 0.00806640698686 74 52 -0.139447834492 -0.2454102513434
bi 54 0.106575963719 4 -0.285714285714 42 19 0.116343490305 0.297464960065 0.00291222222071 0.172911496204 0.00839365481352 11 2 -0.190888996346 -0.458625781918
bi 55 0.167613636364 4 0.0454545454545 44 19 0.12188365651 0.297927706938 0.00282330102089 0.17169305342 0.00811715251251 48 77 -0.130314070574 -0.1262385079655
bi 56 0.125708884688 3 0.0434782608696 46 19 0.127423822715 0.279369729253 0.00270202645643 0.134495899551 0.00820677207131 24 76 -0.153660844565 -0.0910176386814
bi 57 0.10707420223 3 0.176470588235 51 21 0.115646258503 0.287456777435 0.00252158193485 0.131355526033 0.00757636271399 12 123 -0.180382575205 0.045115062202
bi 58 0.151123422592 5 -0.228070175439 57 24 0.0989583333333 0.308576846926 0.00230784724252 0.144582185411 0.00698213135154 38 4 -0.157453424334 -0.37265236085
bi 59 0.268078889701 4 0.189189189189 37 22 0.0764462809917 0.371387393804 0.00330964834972 0.284802594742 0.00814608804532 145 129.5 -0.103308504103 -0.095613405553
bi 60 0.173 4 0 50 23 0.0945179584121 0.322719795974 0.00275113707385 0.175952189934 0.00720710382387 52 62.5 -0.149719795974 -0.175952189934
bi 61 0.167063020214 3 0.103448275862 29 16 0.11328125 0.316417326035 0.00343430814445 0.250615999577 0.00915415393736 47 97 -0.149354305821 -0.147167723715
bi 62 0.136823319453 4 0.0243902439024 41 19 0.113573407202 0.305654186528 0.00297413787559 0.180996944322 0.0082719455992 30 68.5 -0.168830867075 -0.1566067004196
bi 63 0.121374779683 4 -0.189873417722 79 26 0.116863905325 0.269991194808 0.00189455972391 0.0611873673833 0.00662414280558 21 9 -0.148616415125 -0.2510607851053
bi 64 0.2771875 4 0.25 40 23 0.0756143667297 0.372896062902 0.00313522984972 0.276068331211 0.00807336204465 157 154.5 -0.095708562902 -0.026068331211
bi 65 0.197238658777 4 -0.025641025641 39 20 0.0975 0.334883505985 0.00309253288902 0.231692464597 0.008233700235 80 51 -0.137644847208 -0.257333490238
bi 66 0.274691358025 5 0 36 21 0.0816326530612 0.371002684558 0.003379094727 0.285743380736 0.00843361748392 153 62.5 -0.096311326533 -0.285743380736
bi 67 0.110124917817 2 0.230769230769 39 17 0.134948096886 0.279774544727 0.00288123546539 0.156555312653 0.00839435700418 14 146.5 -0.16964962691 0.074213918116
bi 68 0.228191000918 3 0.212121212121 33 18 0.101851851852 0.337235349452 0.00329352908917 0.256776789106 0.00880592012615 104 140 -0.109044348534 -0.044655576985
bi 69 0.146044021416 4 -0.0731707317073 41 20 0.1025 0.318160705124 0.00295347557485 0.203671729621 0.00829009151508 35 30.5 -0.172116683708 -0.2768424613283
bi 70 0.181519357195 4 -0.135135135135 37 20 0.0925 0.34122152076 0.00312777050056 0.244557397068 0.00806447638324 64 17 -0.159702163565 -0.379692532203
bi 71 0.138483965015 3 -0.0204081632653 49 21 0.111111111111 0.302018401688 0.00244578163002 0.157714438386 0.00733209484309 31 54.5 -0.163534436673 -0.1781226016513
bi 72 0.235493058028 3 0.283018867925 53 24 0.0920138888889 0.329795128119 0.00257383211969 0.182450313611 0.00703580366581 112 165 -0.094302070091 0.100568554314
bi 73 0.159867854065 4 -0.152542372881 59 24 0.102430555556 0.307899612792 0.00236944805554 0.140134590153 0.00703343149873 43 15 -0.148031758727 -0.292676963034
bi 74 0.119834710744 4 -0.2 55 22 0.113636363636 0.291056836832 0.00241463864553 0.12902774154 0.00738955321011 20 8 -0.171222126088 -0.32902774154
bi 75 0.33367768595 5 0.272727272727 22 17 0.076124567474 0.405101962444 0.0045625654751 0.402660083319 0.0103358503012 209 161 -0.071424276494 -0.129932810592
bi 76 0.557851239669 4 0.636363636364 11 13 0.0650887573964 0.446350793593 0.00667036015066 0.57733761637 0.0142857513744 286 261 0.111500446076 0.0590260199939999
bi 77 0.201183431953 3 0.0769230769231 13 10 0.13 0.323158334568 0.00576798164984 0.402533522735 0.0138092590145 84 88 -0.121974902615 -0.3256104458119
bi 78 0.295792936288 5 0 76 40 0.0475 0.405730338158 0.00244448215656 0.234859946067 0.0059155900256 177 62.5 -0.10993740187 -0.234859946067
bi 79 0.237155219037 3 0.209302325581 43 24 0.0746527777778 0.363383349104 0.00304629007363 0.247348075225 0.00757503207254 115 139 -0.126228130067 -0.038045749644
bi 80 0.127614008566 3 -0.015873015873 63 24 0.109375 0.288511284866 0.00216342155559 0.107566223249 0.00685756233961 25 58 -0.1608972763 -0.123439239122
bi 81 0.216836734694 3 0.142857142857 28 19 0.0775623268698 0.368209835665 0.00360657889156 0.321102065215 0.00870437681464 98 109.5 -0.151373100971 -0.178244922358
bi 82 0.237764791819 4 0.135135135135 37 21 0.0839002267574 0.357742307936 0.00341349561665 0.265506717064 0.00838001227209 116 106 -0.119977516117 -0.130371581929
bi 83 0.318333333333 6 0.0666666666667 30 22 0.0619834710744 0.411630982565 0.00380380751745 0.363709713344 0.00891274398326 197 86.5 -0.093297649232 -0.2970430466773
bi 84 0.170355902778 4 0.166666666667 48 25 0.0768 0.345809805892 0.00276938868287 0.215043614305 0.00754191571077 50 118.5 -0.175453903114 -0.048376947638
bi 85 0.171714440238 3 0.162790697674 43 22 0.0888429752066 0.32822196065 0.00288227340716 0.207936925366 0.00770415193507 51 117 -0.156507520412 -0.045146227692
bi 86 0.288265306122 4 0.142857142857 42 27 0.0576131687243 0.39767957334 0.0030471955767 0.306659175071 0.00741011355591 169 109.5 -0.109414267218 -0.163802032214
bi 87 0.238265306122 4 0.0285714285714 70 34 0.060553633218 0.36553642773 0.00237701813551 0.193865351211 0.00616265521719 117 71 -0.127271121608 -0.1652939226396
bi 88 0.238350591716 3 0.307692307692 52 29 0.0618311533888 0.374633621315 0.00258456402742 0.24261731015 0.00697123564475 118 176.5 -0.136283029599 0.065074997542
bi 89 0.247662742382 4 0.0789473684211 76 32 0.07421875 0.336528761055 0.0021490052396 0.143394185072 0.00613565855829 125 89 -0.088866018673 -0.0644468166509
bi 90 0.255917547384 7 -0.0841121495327 107 44 0.0552685950413 0.355830453813 0.00184833474436 0.124721547663 0.00504209659379 131 29 -0.099912906429 -0.2088336971957
bi 91 0.183858501784 3 0.172413793103 58 24 0.100694444444 0.305032908427 0.00232173027238 0.137967466548 0.00726858596595 68 120.5 -0.121174406643 0.034446326555
bi 92 0.221629828402 5 -0.0924369747899 119 44 0.0614669421488 0.333954148459 0.00169673311052 0.0905897488043 0.00496220108555 101 28 -0.112324320057 -0.1830267235942
bi 93 0.311409270032 4 0.205479452055 73 39 0.0479947403024 0.402082981778 0.00236326929161 0.237388328058 0.00579657347078 192 138 -0.090673711746 -0.031908876003
bi 94 0.3953125 5 0.3 40 28 0.0510204081633 0.439484732528 0.00337074318194 0.365670354765 0.00752717169685 256 171.5 -0.044172232528 -0.065670354765
bi 95 0.28051035503 5 -0.0384615384615 52 29 0.0618311533888 0.3841276342 0.00283838538995 0.253712206406 0.00706663592625 158 43 -0.10361727917 -0.2921737448675
bi 96 0.242506377551 4 0.107142857143 56 30 0.0622222222222 0.37365602785 0.00252021445208 0.232474045171 0.00656219738324 123 99 -0.131149650299 -0.125331188028
bi 97 0.36 3 0.4 10 10 0.1 0.360592931828 0.00643912597108 0.486190017396 0.0151076975596 227 205.5 -0.000592931828000021 -0.086190017396
bi 98 0.297731568998 3 0.304347826087 23 16 0.08984375 0.377364318513 0.00436585226065 0.361564010809 0.0104135926764 179 174.5 -0.079632749515 -0.057216184722
bi 99 0.123168945312 3 0.03125 64 23 0.120982986767 0.279979002059 0.00217366807917 0.0996101071762 0.00693768864982 22 73 -0.156810056747 -0.0683601071762
bi 100 0.112947034857 3 -0.106382978723 47 24 0.0815972222222 0.32795679408 0.00277339435932 0.190940415061 0.00750051528915 15 23 -0.215009759223 -0.297323393784
bi 101 0.297839506173 5 0 18 14 0.0918367346939 0.373687756529 0.00505432119283 0.403380044819 0.0118767072649 180 62.5 -0.075848250356 -0.403380044819
bi 102 0.455 3 0.6 10 11 0.0826446280992 0.394410626582 0.00686354995576 0.537840061246 0.0149683111674 278 256 0.060589373418 0.0621599387539999
bi 103 0.0955856176575 3 -0.0943396226415 53 20 0.1325 0.274282120463 0.00240894443686 0.116016826907 0.00769061475831 5 26.5 -0.1786965028055 -0.2103564495485
bi 104 0.26875 5 0 20 15 0.0888888888889 0.382853395453 0.00465614046251 0.396393321735 0.0108380801131 147 62.5 -0.114103395453 -0.396393321735
bi 105 0.2115625 4 -0.05 40 20 0.1 0.330692616124 0.00299459729674 0.224010478481 0.00814091749039 94 38 -0.119130116124 -0.274010478481
bi 106 0.131242568371 4 -0.172413793103 58 24 0.100694444444 0.302582871747 0.00234718410559 0.131214149639 0.00689964056675 28 10 -0.171340303376 -0.303627942742
bi 107 0.220486111111 4 0 24 16 0.09375 0.347108568323 0.0040031866779 0.320812991808 0.010147209584 100 62.5 -0.126622457212 -0.320812991808
bi 108 0.201374427322 4 -0.0204081632653 49 23 0.0926275992439 0.329135159011 0.00286733398041 0.189288001469 0.00773604453099 86 54.5 -0.127760731689 -0.2096961647343
bi 109 0.181397928994 5 -0.153846153846 52 24 0.0902777777778 0.324476156408 0.00251093549537 0.178624871339 0.00715434145474 63 14 -0.143078227414 -0.332471025185
bi 110 0.201368233195 4 -0.0731707317073 41 21 0.092970521542 0.341158632635 0.00291838446301 0.229899761489 0.00760222431821 85 30.5 -0.13979039944 -0.3030704931963
bi 111 0.264542936288 3 0.473684210526 19 14 0.0969387755102 0.363426123821 0.0048800790529 0.376659865771 0.0117798020103 143 223 -0.098883187533 0.097024344755
bi 112 0.1953125 3 0.125 16 12 0.111111111111 0.336267591272 0.00507086766862 0.376334247002 0.012441140635 73 104 -0.140955091272 -0.251334247002
